Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      0.43     0.00    15190     0.00     0.00  void std::_Function_base::_Base_manager<ThreadPool::submit<test_multiple_producers(ThreadPool&)::{lambda(std::atomic<int>&, ThreadPool&)#1}::operator()(std::atomic<int>&, ThreadPool&) const::{lambda(std::atomic<int>&)#1}, std::reference_wrapper<std::atomic<int> > >(test_multiple_producers(ThreadPool&)::{lambda(std::atomic<int>&, ThreadPool&)#1}::operator()(std::atomic<int>&, ThreadPool&) const::{lambda(std::atomic<int>&)#1}&&, std::reference_wrapper<std::atomic<int> >&&)::{lambda()#1}>::_M_init_functor<ThreadPool::submit<test_multiple_producers(ThreadPool&)::{lambda(std::atomic<int>&, ThreadPool&)#1}::operator()(std::atomic<int>&, ThreadPool&) const::{lambda(std::atomic<int>&)#1}, std::reference_wrapper<std::atomic<int> > >(test_multiple_producers(ThreadPool&)::{lambda(std::atomic<int>&, ThreadPool&)#1}::operator()(std::atomic<int>&, ThreadPool&) const::{lambda(std::atomic<int>&)#1}&&, std::reference_wrapper<std::atomic<int> >&&)::{lambda()#1}>(std::_Any_data&, test_multiple_producers(ThreadPool&)::{lambda(std::atomic<int>&, ThreadPool&)#1}::operator()(std::atomic<int>&, ThreadPool&) const::{lambda(std::atomic<int>&)#1}&&)
  0.00      0.43     0.00    15173     0.00     0.00  bool std::_Function_base::_Base_manager<ThreadPool::submit<test_multiple_producers(ThreadPool&)::{lambda(std::atomic<int>&, ThreadPool&)#1}::operator()(std::atomic<int>&, ThreadPool&) const::{lambda(std::atomic<int>&)#1}, std::reference_wrapper<std::atomic<int> > >(test_multiple_producers(ThreadPool&)::{lambda(std::atomic<int>&, ThreadPool&)#1}::operator()(std::atomic<int>&, ThreadPool&) const::{lambda(std::atomic<int>&)#1}&&, std::reference_wrapper<std::atomic<int> >&&)::{lambda()#1}>::_M_not_empty_function<ThreadPool::submit<test_multiple_producers(ThreadPool&)::{lambda(std::atomic<int>&, ThreadPool&)#1}::operator()(std::atomic<int>&, ThreadPool&) const::{lambda(std::atomic<int>&)#1}, std::reference_wrapper<std::atomic<int> > >(test_multiple_producers(ThreadPool&)::{lambda(std::atomic<int>&, ThreadPool&)#1}::operator()(std::atomic<int>&, ThreadPool&) const::{lambda(std::atomic<int>&)#1}&&, std::reference_wrapper<std::atomic<int> >&&)::{lambda()#1}>(ThreadPool::submit<test_multiple_producers(ThreadPool&)::{lambda(std::atomic<int>&, ThreadPool&)#1}::operator()(std::atomic<int>&, ThreadPool&) const::{lambda(std::atomic<int>&)#1}, std::reference_wrapper<std::atomic<int> > >(test_multiple_producers(ThreadPool&)::{lambda(std::atomic<int>&, ThreadPool&)#1}::operator()(std::atomic<int>&, ThreadPool&) const::{lambda(std::atomic<int>&)#1}&&, std::reference_wrapper<std::atomic<int> >&&)::{lambda()#1} const&)
  0.00      0.43     0.00    15168     0.00     0.00  std::remove_reference<ThreadPool::submit<test_multiple_producers(ThreadPool&)::{lambda(std::atomic<int>&, ThreadPool&)#1}::operator()(std::atomic<int>&, ThreadPool&) const::{lambda(std::atomic<int>&)#1}, std::reference_wrapper<std::atomic<int> > >(test_multiple_producers(ThreadPool&)::{lambda(std::atomic<int>&, ThreadPool&)#1}::operator()(std::atomic<int>&, ThreadPool&) const::{lambda(std::atomic<int>&)#1}&&, std::reference_wrapper<std::atomic<int> >&&)::{lambda()#1}>::type&& std::move<ThreadPool::submit<test_multiple_producers(ThreadPool&)::{lambda(std::atomic<int>&, ThreadPool&)#1}::operator()(std::atomic<int>&, ThreadPool&) const::{lambda(std::atomic<int>&)#1}, std::reference_wrapper<std::atomic<int> > >(test_multiple_producers(ThreadPool&)::{lambda(std::atomic<int>&, ThreadPool&)#1}::operator()(std::atomic<int>&, ThreadPool&) const::{lambda(std::atomic<int>&)#1}&&, std::reference_wrapper<std::atomic<int> >&&)::{lambda()#1}>(test_multiple_producers(ThreadPool&)::{lambda(std::atomic<int>&, ThreadPool&)#1}::operator()(std::atomic<int>&, ThreadPool&) const::{lambda(std::atomic<int>&)#1}&&)
  0.00      0.43     0.00    15165     0.00     0.00  void std::_Function_base::_Base_manager<ThreadPool::submit<test_multiple_producers(ThreadPool&)::{lambda(std::atomic<int>&, ThreadPool&)#1}::operator()(std::atomic<int>&, ThreadPool&) const::{lambda(std::atomic<int>&)#1}, std::reference_wrapper<std::atomic<int> > >(test_multiple_producers(ThreadPool&)::{lambda(std::atomic<int>&, ThreadPool&)#1}::operator()(std::atomic<int>&, ThreadPool&) const::{lambda(std::atomic<int>&)#1}&&, std::reference_wrapper<std::atomic<int> >&&)::{lambda()#1}>::_M_create<ThreadPool::submit<test_multiple_producers(ThreadPool&)::{lambda(std::atomic<int>&, ThreadPool&)#1}::operator()(std::atomic<int>&, ThreadPool&) const::{lambda(std::atomic<int>&)#1}, std::reference_wrapper<std::atomic<int> > >(test_multiple_producers(ThreadPool&)::{lambda(std::atomic<int>&, ThreadPool&)#1}::operator()(std::atomic<int>&, ThreadPool&) const::{lambda(std::atomic<int>&)#1}&&, std::reference_wrapper<std::atomic<int> >&&)::{lambda()#1}>(std::_Any_data&, test_multiple_producers(ThreadPool&)::{lambda(std::atomic<int>&, ThreadPool&)#1}::operator()(std::atomic<int>&, ThreadPool&) const::{lambda(std::atomic<int>&)#1}&&, std::integral_constant<bool, true>)
  0.00      0.43     0.00    14994     0.00     0.00  ThreadPool::submit<test_destruction_with_pending_tasks()::{lambda()#1}>(test_destruction_with_pending_tasks()::{lambda()#1}&&)::{lambda()#1}&& std::forward<ThreadPool::submit<test_destruction_with_pending_tasks()::{lambda()#1}>(ThreadPool::submit<test_destruction_with_pending_tasks()::{lambda()#1}>(test_destruction_with_pending_tasks()::{lambda()#1}&&)::{lambda()#1}&&)::{lambda()#1}>(std::remove_reference<ThreadPool::submit<test_destruction_with_pending_tasks()::{lambda()#1}>(test_destruction_with_pending_tasks()::{lambda()#1}&&)::{lambda()#1}>::type&)
  0.00      0.43     0.00    14134     0.00     0.00  ThreadPool::submit<test_multiple_producers(ThreadPool&)::{lambda(std::atomic<int>&, ThreadPool&)#1}::operator()(std::atomic<int>&, ThreadPool&) const::{lambda(std::atomic<int>&)#1}, std::reference_wrapper<std::atomic<int> > >(test_multiple_producers(ThreadPool&)::{lambda(std::atomic<int>&, ThreadPool&)#1}::operator()(std::atomic<int>&, ThreadPool&) const::{lambda(std::atomic<int>&)#1}&&, std::reference_wrapper<std::atomic<int> >&&)::{lambda()#1} const& std::_Any_data::_M_access<ThreadPool::submit<test_multiple_producers(ThreadPool&)::{lambda(std::atomic<int>&, ThreadPool&)#1}::operator()(std::atomic<int>&, ThreadPool&) const::{lambda(std::atomic<int>&)#1}, std::reference_wrapper<std::atomic<int> > >(test_multiple_producers(ThreadPool&)::{lambda(std::atomic<int>&, ThreadPool&)#1}::operator()(std::atomic<int>&, ThreadPool&) const::{lambda(std::atomic<int>&)#1}&&, std::reference_wrapper<std::atomic<int> >&&)::{lambda()#1}>() const
  0.00      0.43     0.00    14068     0.00     0.00  std::_Function_handler<void (), ThreadPool::submit<test_multiple_producers(ThreadPool&)::{lambda(std::atomic<int>&, ThreadPool&)#1}::operator()(std::atomic<int>&, ThreadPool&) const::{lambda(std::atomic<int>&)#1}, std::reference_wrapper<std::atomic<int> > >(test_multiple_producers(ThreadPool&)::{lambda(std::atomic<int>&, ThreadPool&)#1}::operator()(std::atomic<int>&, ThreadPool&) const::{lambda(std::atomic<int>&)#1}&&, std::reference_wrapper<std::atomic<int> >&&)::{lambda()#1}>::_M_invoke(std::_Any_data const&)
  0.00      0.43     0.00    14042     0.00     0.00  void ThreadPool::submit<test_multiple_producers(ThreadPool&)::{lambda(std::atomic<int>&, ThreadPool&)#1}::operator()(std::atomic<int>&, ThreadPool&) const::{lambda(std::atomic<int>&)#1}, std::reference_wrapper<std::atomic<int> > >(test_multiple_producers(ThreadPool&)::{lambda(std::atomic<int>&, ThreadPool&)#1}::operator()(std::atomic<int>&, ThreadPool&) const::{lambda(std::atomic<int>&)#1}&&, std::reference_wrapper<std::atomic<int> >&&)
  0.00      0.43     0.00    14030     0.00     0.00  std::_Function_base::_Base_manager<ThreadPool::submit<test_multiple_producers(ThreadPool&)::{lambda(std::atomic<int>&, ThreadPool&)#1}::operator()(std::atomic<int>&, ThreadPool&) const::{lambda(std::atomic<int>&)#1}, std::reference_wrapper<std::atomic<int> > >(test_multiple_producers(ThreadPool&)::{lambda(std::atomic<int>&, ThreadPool&)#1}::operator()(std::atomic<int>&, ThreadPool&) const::{lambda(std::atomic<int>&)#1}&&, std::reference_wrapper<std::atomic<int> >&&)::{lambda()#1}>::_M_get_pointer(std::_Any_data const&)
  0.00      0.43     0.00    13988     0.00     0.00  ThreadPool::submit<test_multiple_producers(ThreadPool&)::{lambda(std::atomic<int>&, ThreadPool&)#1}::operator()(std::atomic<int>&, ThreadPool&) const::{lambda(std::atomic<int>&)#1}, std::reference_wrapper<std::atomic<int> > >(test_multiple_producers(ThreadPool&)::{lambda(std::atomic<int>&, ThreadPool&)#1}::operator()(std::atomic<int>&, ThreadPool&) const::{lambda(std::atomic<int>&)#1}&&, std::reference_wrapper<std::atomic<int> >&&)::{lambda()#1} const* std::__addressof<ThreadPool::submit<test_multiple_producers(ThreadPool&)::{lambda(std::atomic<int>&, ThreadPool&)#1}::operator()(std::atomic<int>&, ThreadPool&) const::{lambda(std::atomic<int>&)#1}, std::reference_wrapper<std::atomic<int> > >(test_multiple_producers(ThreadPool&)::{lambda(std::atomic<int>&, ThreadPool&)#1}::operator()(std::atomic<int>&, ThreadPool&) const::{lambda(std::atomic<int>&)#1}&&, std::reference_wrapper<std::atomic<int> >&&)::{lambda()#1} const>(test_multiple_producers(ThreadPool&)::{lambda(std::atomic<int>&, ThreadPool&)#1}::operator()(std::atomic<int>&, ThreadPool&) const::{lambda(std::atomic<int>&)#1}&)
  0.00      0.43     0.00    13764     0.00     0.00  std::enable_if<is_invocable_r_v<void, ThreadPool::submit<test_multiple_producers(ThreadPool&)::{lambda(std::atomic<int>&, ThreadPool&)#1}::operator()(std::atomic<int>&, ThreadPool&) const::{lambda(std::atomic<int>&)#1}, std::reference_wrapper<std::atomic<int> > >(test_multiple_producers(ThreadPool&)::{lambda(std::atomic<int>&, ThreadPool&)#1}::operator()(std::atomic<int>&, ThreadPool&) const::{lambda(std::atomic<int>&)#1}&&, std::reference_wrapper<std::atomic<int> >&&)::{lambda()#1}&>, void>::type std::__invoke_r<void, ThreadPool::submit<test_multiple_producers(ThreadPool&)::{lambda(std::atomic<int>&, ThreadPool&)#1}::operator()(std::atomic<int>&, ThreadPool&) const::{lambda(std::atomic<int>&)#1}, std::reference_wrapper<std::atomic<int> > >(test_multiple_producers(ThreadPool&)::{lambda(std::atomic<int>&, ThreadPool&)#1}::operator()(std::atomic<int>&, ThreadPool&) const::{lambda(std::atomic<int>&)#1}&&, std::reference_wrapper<std::atomic<int> >&&)::{lambda()#1}&>(ThreadPool::submit<test_multiple_producers(ThreadPool&)::{lambda(std::atomic<int>&, ThreadPool&)#1}::operator()(std::atomic<int>&, ThreadPool&) const::{lambda(std::atomic<int>&)#1}, std::reference_wrapper<std::atomic<int> > >(test_multiple_producers(ThreadPool&)::{lambda(std::atomic<int>&, ThreadPool&)#1}::operator()(std::atomic<int>&, ThreadPool&) const::{lambda(std::atomic<int>&)#1}&&, std::reference_wrapper<std::atomic<int> >&&)::{lambda()#1}&)
  0.00      0.43     0.00    13627     0.00     0.00  void std::__invoke_impl<void, ThreadPool::submit<test_multiple_producers(ThreadPool&)::{lambda(std::atomic<int>&, ThreadPool&)#1}::operator()(std::atomic<int>&, ThreadPool&) const::{lambda(std::atomic<int>&)#1}, std::reference_wrapper<std::atomic<int> > >(test_multiple_producers(ThreadPool&)::{lambda(std::atomic<int>&, ThreadPool&)#1}::operator()(std::atomic<int>&, ThreadPool&) const::{lambda(std::atomic<int>&)#1}&&, std::reference_wrapper<std::atomic<int> >&&)::{lambda()#1}&>(std::__invoke_other, ThreadPool::submit<test_multiple_producers(ThreadPool&)::{lambda(std::atomic<int>&, ThreadPool&)#1}::operator()(std::atomic<int>&, ThreadPool&) const::{lambda(std::atomic<int>&)#1}, std::reference_wrapper<std::atomic<int> > >(test_multiple_producers(ThreadPool&)::{lambda(std::atomic<int>&, ThreadPool&)#1}::operator()(std::atomic<int>&, ThreadPool&) const::{lambda(std::atomic<int>&)#1}&&, std::reference_wrapper<std::atomic<int> >&&)::{lambda()#1}&)
  0.00      0.43     0.00    13592     0.00     0.00  ThreadPool::submit<test_multiple_producers(ThreadPool&)::{lambda(std::atomic<int>&, ThreadPool&)#1}::operator()(std::atomic<int>&, ThreadPool&) const::{lambda(std::atomic<int>&)#1}, std::reference_wrapper<std::atomic<int> > >(test_multiple_producers(ThreadPool&)::{lambda(std::atomic<int>&, ThreadPool&)#1}::operator()(std::atomic<int>&, ThreadPool&) const::{lambda(std::atomic<int>&)#1}&&, std::reference_wrapper<std::atomic<int> >&&)::{lambda()#1}::operator()()
  0.00      0.43     0.00    13439     0.00     0.00  test_multiple_producers(ThreadPool&)::{lambda(std::atomic<int>&, ThreadPool&)#1}::operator()(std::atomic<int>&, ThreadPool&) const::{lambda(std::atomic<int>&)#1}::operator()(std::atomic<int>&) const
  0.00      0.43     0.00    10824     0.00     0.00  std::function<void ()>** std::__niter_base<std::function<void ()>**>(std::function<void ()>**)
  0.00      0.43     0.00     7211     0.00     0.00  std::function<void ()>** std::__miter_base<std::function<void ()>**>(std::function<void ()>**)
  0.00      0.43     0.00     5000     0.00     0.00  std::_Function_handler<void (), ThreadPool::submit<test_destruction_with_pending_tasks()::{lambda()#1}>(test_destruction_with_pending_tasks()::{lambda()#1}&&)::{lambda()#1}>::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation)
  0.00      0.43     0.00     4999     0.00     0.00  std::_Function_base::_Base_manager<ThreadPool::submit<test_destruction_with_pending_tasks()::{lambda()#1}>(test_destruction_with_pending_tasks()::{lambda()#1}&&)::{lambda()#1}>::_M_destroy(std::_Any_data&, std::integral_constant<bool, true>)
  0.00      0.43     0.00     4999     0.00     0.00  std::_Function_base::_Base_manager<ThreadPool::submit<test_destruction_with_pending_tasks()::{lambda()#1}>(test_destruction_with_pending_tasks()::{lambda()#1}&&)::{lambda()#1}>::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation)
  0.00      0.43     0.00     4999     0.00     0.00  ThreadPool::submit<test_destruction_with_pending_tasks()::{lambda()#1}>(test_destruction_with_pending_tasks()::{lambda()#1}&&)::{lambda()#1}& std::_Any_data::_M_access<ThreadPool::submit<test_destruction_with_pending_tasks()::{lambda()#1}>(ThreadPool::submit<test_destruction_with_pending_tasks()::{lambda()#1}>(test_destruction_with_pending_tasks()::{lambda()#1}&&)::{lambda()#1}&&)::{lambda()#1}>()
  0.00      0.43     0.00     4998     0.00     0.00  void std::_Function_base::_Base_manager<ThreadPool::submit<test_destruction_with_pending_tasks()::{lambda()#1}>(test_destruction_with_pending_tasks()::{lambda()#1}&&)::{lambda()#1}>::_M_create<ThreadPool::submit<test_destruction_with_pending_tasks()::{lambda()#1}>(test_destruction_with_pending_tasks()::{lambda()#1}&&)::{lambda()#1}>(std::_Any_data&, test_destruction_with_pending_tasks()::{lambda()#1}&&, std::integral_constant<bool, true>)
  0.00      0.43     0.00     4997     0.00     0.00  void std::_Function_base::_Base_manager<ThreadPool::submit<test_destruction_with_pending_tasks()::{lambda()#1}>(test_destruction_with_pending_tasks()::{lambda()#1}&&)::{lambda()#1}>::_M_init_functor<ThreadPool::submit<test_destruction_with_pending_tasks()::{lambda()#1}>(test_destruction_with_pending_tasks()::{lambda()#1}&&)::{lambda()#1}>(std::_Any_data&, test_destruction_with_pending_tasks()::{lambda()#1}&&)
  0.00      0.43     0.00     4997     0.00     0.00  bool std::_Function_base::_Base_manager<ThreadPool::submit<test_destruction_with_pending_tasks()::{lambda()#1}>(test_destruction_with_pending_tasks()::{lambda()#1}&&)::{lambda()#1}>::_M_not_empty_function<ThreadPool::submit<test_destruction_with_pending_tasks()::{lambda()#1}>(test_destruction_with_pending_tasks()::{lambda()#1}&&)::{lambda()#1}>(ThreadPool::submit<test_destruction_with_pending_tasks()::{lambda()#1}>(test_destruction_with_pending_tasks()::{lambda()#1}&&)::{lambda()#1} const&)
  0.00      0.43     0.00     4997     0.00     0.00  std::function<void ()>::function<ThreadPool::submit<test_destruction_with_pending_tasks()::{lambda()#1}>(test_destruction_with_pending_tasks()::{lambda()#1}&&)::{lambda()#1}, void>(test_destruction_with_pending_tasks()::{lambda()#1}&&)
  0.00      0.43     0.00     4997     0.00     0.00  std::remove_reference<ThreadPool::submit<test_destruction_with_pending_tasks()::{lambda()#1}>(test_destruction_with_pending_tasks()::{lambda()#1}&&)::{lambda()#1}>::type&& std::move<ThreadPool::submit<test_destruction_with_pending_tasks()::{lambda()#1}>(test_destruction_with_pending_tasks()::{lambda()#1}&&)::{lambda()#1}>(test_destruction_with_pending_tasks()::{lambda()#1}&&)
  0.00      0.43     0.00     4997     0.00     0.00  test_destruction_with_pending_tasks()::{lambda()#1}&& std::forward<test_destruction_with_pending_tasks()::{lambda()#1}>(std::remove_reference<test_destruction_with_pending_tasks()::{lambda()#1}>::type&)
  0.00      0.43     0.00     4996     0.00     0.00  void ThreadPool::submit<test_destruction_with_pending_tasks()::{lambda()#1}>(test_destruction_with_pending_tasks()::{lambda()#1}&&)
  0.00      0.43     0.00     4992     0.00     0.00  std::function<void ()>* std::__addressof<std::function<void ()> >(std::function<void ()>&)
  0.00      0.43     0.00     4992     0.00     0.00  void std::_Destroy<std::function<void ()> >(std::function<void ()>*)
  0.00      0.43     0.00     3619     0.00     0.00  std::function<void ()>** std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<std::function<void ()>*>(std::function<void ()>* const*, std::function<void ()>* const*, std::function<void ()>**)
  0.00      0.43     0.00     3618     0.00     0.00  std::function<void ()>** std::__copy_move_a1<false, std::function<void ()>**, std::function<void ()>**>(std::function<void ()>**, std::function<void ()>**, std::function<void ()>**)
  0.00      0.43     0.00     3615     0.00     0.00  std::function<void ()>** std::__niter_wrap<std::function<void ()>**>(std::function<void ()>** const&, std::function<void ()>**)
  0.00      0.43     0.00     3609     0.00     0.00  std::is_constant_evaluated()
  0.00      0.43     0.00     3603     0.00     0.00  std::function<void ()>** std::__copy_move_a2<false, std::function<void ()>**, std::function<void ()>**>(std::function<void ()>**, std::function<void ()>**, std::function<void ()>**)
  0.00      0.43     0.00     3602     0.00     0.00  std::function<void ()>** std::copy<std::function<void ()>**, std::function<void ()>**>(std::function<void ()>**, std::function<void ()>**, std::function<void ()>**)
  0.00      0.43     0.00     3601     0.00     0.00  std::function<void ()>** std::__copy_move_a<false, std::function<void ()>**, std::function<void ()>**>(std::function<void ()>**, std::function<void ()>**, std::function<void ()>**)
  0.00      0.43     0.00     3587     0.00     0.00  std::deque<std::function<void ()>, std::allocator<std::function<void ()> > >::_M_reallocate_map(unsigned long, bool)
  0.00      0.43     0.00     2976     0.00     0.00  ThreadPool::submit<test_reuse_after_wait(ThreadPool&)::{lambda(std::atomic<int>&)#1}, std::reference_wrapper<std::atomic<int> > >(test_reuse_after_wait(ThreadPool&)::{lambda(std::atomic<int>&)#1}&&, std::reference_wrapper<std::atomic<int> >&&)::{lambda()#1}&& std::forward<ThreadPool::submit<test_reuse_after_wait(ThreadPool&)::{lambda(std::atomic<int>&)#1}, std::reference_wrapper<std::atomic<int> > >(ThreadPool::submit<test_reuse_after_wait(ThreadPool&)::{lambda(std::atomic<int>&)#1}, std::reference_wrapper<std::atomic<int> > >(test_reuse_after_wait(ThreadPool&)::{lambda(std::atomic<int>&)#1}&&, std::reference_wrapper<std::atomic<int> >&&)::{lambda()#1}&&, std::reference_wrapper<std::atomic<int> >&&)::{lambda()#1}>(std::remove_reference<ThreadPool::submit<test_reuse_after_wait(ThreadPool&)::{lambda(std::atomic<int>&)#1}, std::reference_wrapper<std::atomic<int> > >(test_reuse_after_wait(ThreadPool&)::{lambda(std::atomic<int>&)#1}&&, std::reference_wrapper<std::atomic<int> >&&)::{lambda()#1}>::type&)
  0.00      0.43     0.00     2969     0.00     0.00  ThreadPool::submit<test_reuse_after_wait(ThreadPool&)::{lambda(std::atomic<int>&)#2}, std::reference_wrapper<std::atomic<int> > >(test_reuse_after_wait(ThreadPool&)::{lambda(std::atomic<int>&)#2}&&, std::reference_wrapper<std::atomic<int> >&&)::{lambda()#1}&& std::forward<ThreadPool::submit<test_reuse_after_wait(ThreadPool&)::{lambda(std::atomic<int>&)#2}, std::reference_wrapper<std::atomic<int> > >(ThreadPool::submit<test_reuse_after_wait(ThreadPool&)::{lambda(std::atomic<int>&)#2}, std::reference_wrapper<std::atomic<int> > >(test_reuse_after_wait(ThreadPool&)::{lambda(std::atomic<int>&)#2}&&, std::reference_wrapper<std::atomic<int> >&&)::{lambda()#1}&&, std::reference_wrapper<std::atomic<int> >&&)::{lambda()#1}>(std::remove_reference<ThreadPool::submit<test_reuse_after_wait(ThreadPool&)::{lambda(std::atomic<int>&)#2}, std::reference_wrapper<std::atomic<int> > >(test_reuse_after_wait(ThreadPool&)::{lambda(std::atomic<int>&)#2}&&, std::reference_wrapper<std::atomic<int> >&&)::{lambda()#1}>::type&)
  0.00      0.43     0.00     2961     0.00     0.00  ThreadPool::submit<test_exceptions_in_tasks(ThreadPool&)::{lambda(std::atomic<int>&)#1}, std::reference_wrapper<std::atomic<int> > >(test_exceptions_in_tasks(ThreadPool&)::{lambda(std::atomic<int>&)#1}&&, std::reference_wrapper<std::atomic<int> >&&)::{lambda()#1}&& std::forward<ThreadPool::submit<test_exceptions_in_tasks(ThreadPool&)::{lambda(std::atomic<int>&)#1}, std::reference_wrapper<std::atomic<int> > >(ThreadPool::submit<test_exceptions_in_tasks(ThreadPool&)::{lambda(std::atomic<int>&)#1}, std::reference_wrapper<std::atomic<int> > >(test_exceptions_in_tasks(ThreadPool&)::{lambda(std::atomic<int>&)#1}&&, std::reference_wrapper<std::atomic<int> >&&)::{lambda()#1}&&, std::reference_wrapper<std::atomic<int> >&&)::{lambda()#1}>(std::remove_reference<ThreadPool::submit<test_exceptions_in_tasks(ThreadPool&)::{lambda(std::atomic<int>&)#1}, std::reference_wrapper<std::atomic<int> > >(test_exceptions_in_tasks(ThreadPool&)::{lambda(std::atomic<int>&)#1}&&, std::reference_wrapper<std::atomic<int> >&&)::{lambda()#1}>::type&)
  0.00      0.43     0.00     2227     0.00     0.00  std::__atomic_base<int>::operator++()
  0.00      0.43     0.00     1711     0.00     0.00  ThreadPool::submit<test_reuse_after_wait(ThreadPool&)::{lambda(std::atomic<int>&)#1}, std::reference_wrapper<std::atomic<int> > >(test_reuse_after_wait(ThreadPool&)::{lambda(std::atomic<int>&)#1}&&, std::reference_wrapper<std::atomic<int> >&&)::{lambda()#1}& std::forward<ThreadPool::submit<test_reuse_after_wait(ThreadPool&)::{lambda(std::atomic<int>&)#1}, std::reference_wrapper<std::atomic<int> > >(ThreadPool::submit<test_reuse_after_wait(ThreadPool&)::{lambda(std::atomic<int>&)#1}, std::reference_wrapper<std::atomic<int> > >(test_reuse_after_wait(ThreadPool&)::{lambda(std::atomic<int>&)#1}&&, std::reference_wrapper<std::atomic<int> >&&)::{lambda()#1}&, std::reference_wrapper<std::atomic<int> >&&)::{lambda()#1}&>(std::remove_reference<ThreadPool::submit<test_reuse_after_wait(ThreadPool&)::{lambda(std::atomic<int>&)#1}, std::reference_wrapper<std::atomic<int> > >(test_reuse_after_wait(ThreadPool&)::{lambda(std::atomic<int>&)#1}&&, std::reference_wrapper<std::atomic<int> >&&)::{lambda()#1}&>::type&)
  0.00      0.43     0.00     1605     0.00     0.00  ThreadPool::submit<test_reuse_after_wait(ThreadPool&)::{lambda(std::atomic<int>&)#2}, std::reference_wrapper<std::atomic<int> > >(test_reuse_after_wait(ThreadPool&)::{lambda(std::atomic<int>&)#2}&&, std::reference_wrapper<std::atomic<int> >&&)::{lambda()#1}& std::forward<ThreadPool::submit<test_reuse_after_wait(ThreadPool&)::{lambda(std::atomic<int>&)#2}, std::reference_wrapper<std::atomic<int> > >(ThreadPool::submit<test_reuse_after_wait(ThreadPool&)::{lambda(std::atomic<int>&)#2}, std::reference_wrapper<std::atomic<int> > >(test_reuse_after_wait(ThreadPool&)::{lambda(std::atomic<int>&)#2}&&, std::reference_wrapper<std::atomic<int> >&&)::{lambda()#1}&, std::reference_wrapper<std::atomic<int> >&&)::{lambda()#1}&>(std::remove_reference<ThreadPool::submit<test_reuse_after_wait(ThreadPool&)::{lambda(std::atomic<int>&)#2}, std::reference_wrapper<std::atomic<int> > >(test_reuse_after_wait(ThreadPool&)::{lambda(std::atomic<int>&)#2}&&, std::reference_wrapper<std::atomic<int> >&&)::{lambda()#1}&>::type&)
  0.00      0.43     0.00     1577     0.00     0.00  ThreadPool::submit<test_exceptions_in_tasks(ThreadPool&)::{lambda(std::atomic<int>&)#1}, std::reference_wrapper<std::atomic<int> > >(test_exceptions_in_tasks(ThreadPool&)::{lambda(std::atomic<int>&)#1}&&, std::reference_wrapper<std::atomic<int> >&&)::{lambda()#1}& std::forward<ThreadPool::submit<test_exceptions_in_tasks(ThreadPool&)::{lambda(std::atomic<int>&)#1}, std::reference_wrapper<std::atomic<int> > >(ThreadPool::submit<test_exceptions_in_tasks(ThreadPool&)::{lambda(std::atomic<int>&)#1}, std::reference_wrapper<std::atomic<int> > >(test_exceptions_in_tasks(ThreadPool&)::{lambda(std::atomic<int>&)#1}&&, std::reference_wrapper<std::atomic<int> >&&)::{lambda()#1}&, std::reference_wrapper<std::atomic<int> >&&)::{lambda()#1}&>(std::remove_reference<ThreadPool::submit<test_exceptions_in_tasks(ThreadPool&)::{lambda(std::atomic<int>&)#1}, std::reference_wrapper<std::atomic<int> > >(test_exceptions_in_tasks(ThreadPool&)::{lambda(std::atomic<int>&)#1}&&, std::reference_wrapper<std::atomic<int> >&&)::{lambda()#1}&>::type&)
  0.00      0.43     0.00      991     0.00     0.00  void std::_Function_base::_Base_manager<ThreadPool::submit<test_reuse_after_wait(ThreadPool&)::{lambda(std::atomic<int>&)#1}, std::reference_wrapper<std::atomic<int> > >(test_reuse_after_wait(ThreadPool&)::{lambda(std::atomic<int>&)#1}&&, std::reference_wrapper<std::atomic<int> >&&)::{lambda()#1}>::_M_create<ThreadPool::submit<test_reuse_after_wait(ThreadPool&)::{lambda(std::atomic<int>&)#1}, std::reference_wrapper<std::atomic<int> > >(test_reuse_after_wait(ThreadPool&)::{lambda(std::atomic<int>&)#1}&&, std::reference_wrapper<std::atomic<int> >&&)::{lambda()#1}>(std::_Any_data&, test_reuse_after_wait(ThreadPool&)::{lambda(std::atomic<int>&)#1}&&, std::integral_constant<bool, true>)
  0.00      0.43     0.00      989     0.00     0.00  void std::_Function_base::_Base_manager<ThreadPool::submit<test_exceptions_in_tasks(ThreadPool&)::{lambda(std::atomic<int>&)#1}, std::reference_wrapper<std::atomic<int> > >(test_exceptions_in_tasks(ThreadPool&)::{lambda(std::atomic<int>&)#1}&&, std::reference_wrapper<std::atomic<int> >&&)::{lambda()#1}>::_M_create<ThreadPool::submit<test_exceptions_in_tasks(ThreadPool&)::{lambda(std::atomic<int>&)#1}, std::reference_wrapper<std::atomic<int> > >(test_exceptions_in_tasks(ThreadPool&)::{lambda(std::atomic<int>&)#1}&&, std::reference_wrapper<std::atomic<int> >&&)::{lambda()#1}>(std::_Any_data&, test_exceptions_in_tasks(ThreadPool&)::{lambda(std::atomic<int>&)#1}&&, std::integral_constant<bool, true>)
